Entity,Code,Year,variable,value,categories
Vietnam,VNM,1990,high systolic blood pressure,76606.99,Health Conditions and Deficiencies
Vietnam,VNM,1991,high systolic blood pressure,77228.67,Health Conditions and Deficiencies
Vietnam,VNM,1992,high systolic blood pressure,77914.97,Health Conditions and Deficiencies
Vietnam,VNM,1993,high systolic blood pressure,78750.484,Health Conditions and Deficiencies
Vietnam,VNM,1994,high systolic blood pressure,79753.41,Health Conditions and Deficiencies
Vietnam,VNM,1995,high systolic blood pressure,80920.16,Health Conditions and Deficiencies
Vietnam,VNM,1996,high systolic blood pressure,82380.055,Health Conditions and Deficiencies
Vietnam,VNM,1997,high systolic blood pressure,84078.32,Health Conditions and Deficiencies
Vietnam,VNM,1998,high systolic blood pressure,86000.2,Health Conditions and Deficiencies
Vietnam,VNM,1999,high systolic blood pressure,88333.95,Health Conditions and Deficiencies
Vietnam,VNM,2000,high systolic blood pressure,90746.51,Health Conditions and Deficiencies
Vietnam,VNM,2001,high systolic blood pressure,94198.33,Health Conditions and Deficiencies
Vietnam,VNM,2002,high systolic blood pressure,98240.51,Health Conditions and Deficiencies
Vietnam,VNM,2003,high systolic blood pressure,102876.58,Health Conditions and Deficiencies
Vietnam,VNM,2004,high systolic blood pressure,107873.63,Health Conditions and Deficiencies
Vietnam,VNM,2005,high systolic blood pressure,112655.1,Health Conditions and Deficiencies
Vietnam,VNM,2006,high systolic blood pressure,117562.42,Health Conditions and Deficiencies
Vietnam,VNM,2007,high systolic blood pressure,123207.336,Health Conditions and Deficiencies
Vietnam,VNM,2008,high systolic blood pressure,128665.94,Health Conditions and Deficiencies
Vietnam,VNM,2009,high systolic blood pressure,133769.0,Health Conditions and Deficiencies
Vietnam,VNM,2010,high systolic blood pressure,137386.23,Health Conditions and Deficiencies
Vietnam,VNM,2011,high systolic blood pressure,140529.73,Health Conditions and Deficiencies
Vietnam,VNM,2012,high systolic blood pressure,143052.52,Health Conditions and Deficiencies
Vietnam,VNM,2013,high systolic blood pressure,145329.9,Health Conditions and Deficiencies
Vietnam,VNM,2014,high systolic blood pressure,147502.94,Health Conditions and Deficiencies
Vietnam,VNM,2015,high systolic blood pressure,149183.66,Health Conditions and Deficiencies
Vietnam,VNM,2016,high systolic blood pressure,151405.02,Health Conditions and Deficiencies
Vietnam,VNM,2017,high systolic blood pressure,153703.1,Health Conditions and Deficiencies
Vietnam,VNM,2018,high systolic blood pressure,156111.52,Health Conditions and Deficiencies
Vietnam,VNM,2019,high systolic blood pressure,158375.45,Health Conditions and Deficiencies
Vietnam,VNM,1990,diet high in sodium,21520.91,Diet-related Factors
Vietnam,VNM,1991,diet high in sodium,21630.486,Diet-related Factors
Vietnam,VNM,1992,diet high in sodium,21716.541,Diet-related Factors
Vietnam,VNM,1993,diet high in sodium,21825.096,Diet-related Factors
Vietnam,VNM,1994,diet high in sodium,21955.164,Diet-related Factors
Vietnam,VNM,1995,diet high in sodium,22099.537,Diet-related Factors
Vietnam,VNM,1996,diet high in sodium,22280.9,Diet-related Factors
Vietnam,VNM,1997,diet high in sodium,22456.803,Diet-related Factors
Vietnam,VNM,1998,diet high in sodium,22645.506,Diet-related Factors
Vietnam,VNM,1999,diet high in sodium,22904.258,Diet-related Factors
Vietnam,VNM,2000,diet high in sodium,23156.666,Diet-related Factors
Vietnam,VNM,2001,diet high in sodium,23597.37,Diet-related Factors
Vietnam,VNM,2002,diet high in sodium,24026.197,Diet-related Factors
Vietnam,VNM,2003,diet high in sodium,24491.502,Diet-related Factors
Vietnam,VNM,2004,diet high in sodium,25006.586,Diet-related Factors
Vietnam,VNM,2005,diet high in sodium,25464.027,Diet-related Factors
Vietnam,VNM,2006,diet high in sodium,25961.324,Diet-related Factors
Vietnam,VNM,2007,diet high in sodium,26557.492,Diet-related Factors
Vietnam,VNM,2008,diet high in sodium,27069.031,Diet-related Factors
Vietnam,VNM,2009,diet high in sodium,27539.465,Diet-related Factors
Vietnam,VNM,2010,diet high in sodium,27833.99,Diet-related Factors
Vietnam,VNM,2011,diet high in sodium,28185.846,Diet-related Factors
Vietnam,VNM,2012,diet high in sodium,28439.477,Diet-related Factors
Vietnam,VNM,2013,diet high in sodium,28719.973,Diet-related Factors
Vietnam,VNM,2014,diet high in sodium,29067.596,Diet-related Factors
Vietnam,VNM,2015,diet high in sodium,29391.24,Diet-related Factors
Vietnam,VNM,2016,diet high in sodium,30022.701,Diet-related Factors
Vietnam,VNM,2017,diet high in sodium,30716.203,Diet-related Factors
Vietnam,VNM,2018,diet high in sodium,31438.809,Diet-related Factors
Vietnam,VNM,2019,diet high in sodium,32154.8,Diet-related Factors
Vietnam,VNM,1990,diet low in whole grains,5397.065,Diet-related Factors
Vietnam,VNM,1991,diet low in whole grains,5474.0967,Diet-related Factors
Vietnam,VNM,1992,diet low in whole grains,5546.419,Diet-related Factors
Vietnam,VNM,1993,diet low in whole grains,5634.53,Diet-related Factors
Vietnam,VNM,1994,diet low in whole grains,5728.876,Diet-related Factors
Vietnam,VNM,1995,diet low in whole grains,5828.9756,Diet-related Factors
Vietnam,VNM,1996,diet low in whole grains,5948.6226,Diet-related Factors
Vietnam,VNM,1997,diet low in whole grains,6044.4937,Diet-related Factors
Vietnam,VNM,1998,diet low in whole grains,6149.112,Diet-related Factors
Vietnam,VNM,1999,diet low in whole grains,6280.6455,Diet-related Factors
Vietnam,VNM,2000,diet low in whole grains,6381.8477,Diet-related Factors
Vietnam,VNM,2001,diet low in whole grains,6541.858,Diet-related Factors
Vietnam,VNM,2002,diet low in whole grains,6720.5913,Diet-related Factors
Vietnam,VNM,2003,diet low in whole grains,6925.9487,Diet-related Factors
Vietnam,VNM,2004,diet low in whole grains,7156.6406,Diet-related Factors
Vietnam,VNM,2005,diet low in whole grains,7389.3887,Diet-related Factors
Vietnam,VNM,2006,diet low in whole grains,7632.346,Diet-related Factors
Vietnam,VNM,2007,diet low in whole grains,7930.369,Diet-related Factors
Vietnam,VNM,2008,diet low in whole grains,8245.894,Diet-related Factors
Vietnam,VNM,2009,diet low in whole grains,8577.011,Diet-related Factors
Vietnam,VNM,2010,diet low in whole grains,8857.187,Diet-related Factors
Vietnam,VNM,2011,diet low in whole grains,9176.993,Diet-related Factors
Vietnam,VNM,2012,diet low in whole grains,9499.754,Diet-related Factors
Vietnam,VNM,2013,diet low in whole grains,9849.735,Diet-related Factors
Vietnam,VNM,2014,diet low in whole grains,10193.61,Diet-related Factors
Vietnam,VNM,2015,diet low in whole grains,10505.258,Diet-related Factors
Vietnam,VNM,2016,diet low in whole grains,10846.976,Diet-related Factors
Vietnam,VNM,2017,diet low in whole grains,11206.566,Diet-related Factors
Vietnam,VNM,2018,diet low in whole grains,11574.551,Diet-related Factors
Vietnam,VNM,2019,diet low in whole grains,11914.71,Diet-related Factors
Vietnam,VNM,1990,alcohol use,5235.488,Substance Use
Vietnam,VNM,1991,alcohol use,5423.2334,Substance Use
Vietnam,VNM,1992,alcohol use,5690.017,Substance Use
Vietnam,VNM,1993,alcohol use,6026.955,Substance Use
Vietnam,VNM,1994,alcohol use,6417.7036,Substance Use
Vietnam,VNM,1995,alcohol use,6831.501,Substance Use
Vietnam,VNM,1996,alcohol use,7440.2793,Substance Use
Vietnam,VNM,1997,alcohol use,8324.5625,Substance Use
Vietnam,VNM,1998,alcohol use,9291.786,Substance Use
Vietnam,VNM,1999,alcohol use,10434.963,Substance Use
Vietnam,VNM,2000,alcohol use,11608.899,Substance Use
Vietnam,VNM,2001,alcohol use,13191.067,Substance Use
Vietnam,VNM,2002,alcohol use,15127.566,Substance Use
Vietnam,VNM,2003,alcohol use,17323.434,Substance Use
Vietnam,VNM,2004,alcohol use,19637.74,Substance Use
Vietnam,VNM,2005,alcohol use,21891.826,Substance Use
Vietnam,VNM,2006,alcohol use,24224.945,Substance Use
Vietnam,VNM,2007,alcohol use,27132.803,Substance Use
Vietnam,VNM,2008,alcohol use,30190.096,Substance Use
Vietnam,VNM,2009,alcohol use,33201.156,Substance Use
Vietnam,VNM,2010,alcohol use,35813.95,Substance Use
Vietnam,VNM,2011,alcohol use,38276.152,Substance Use
Vietnam,VNM,2012,alcohol use,40761.89,Substance Use
Vietnam,VNM,2013,alcohol use,43220.215,Substance Use
Vietnam,VNM,2014,alcohol use,45558.926,Substance Use
Vietnam,VNM,2015,alcohol use,47427.605,Substance Use
Vietnam,VNM,2016,alcohol use,49262.055,Substance Use
Vietnam,VNM,2017,alcohol use,50803.297,Substance Use
Vietnam,VNM,2018,alcohol use,51953.65,Substance Use
Vietnam,VNM,2019,alcohol use,52984.324,Substance Use
Vietnam,VNM,1990,diet low in fruits,9320.579,Diet-related Factors
Vietnam,VNM,1991,diet low in fruits,9387.415,Diet-related Factors
Vietnam,VNM,1992,diet low in fruits,9453.753,Diet-related Factors
Vietnam,VNM,1993,diet low in fruits,9530.363,Diet-related Factors
Vietnam,VNM,1994,diet low in fruits,9620.151,Diet-related Factors
Vietnam,VNM,1995,diet low in fruits,9720.126,Diet-related Factors
Vietnam,VNM,1996,diet low in fruits,9846.951,Diet-related Factors
Vietnam,VNM,1997,diet low in fruits,9991.413,Diet-related Factors
Vietnam,VNM,1998,diet low in fruits,10151.998,Diet-related Factors
Vietnam,VNM,1999,diet low in fruits,10347.517,Diet-related Factors
Vietnam,VNM,2000,diet low in fruits,10549.142,Diet-related Factors
Vietnam,VNM,2001,diet low in fruits,10858.48,Diet-related Factors
Vietnam,VNM,2002,diet low in fruits,11168.028,Diet-related Factors
Vietnam,VNM,2003,diet low in fruits,11494.854,Diet-related Factors
Vietnam,VNM,2004,diet low in fruits,11841.135,Diet-related Factors
Vietnam,VNM,2005,diet low in fruits,12167.073,Diet-related Factors
Vietnam,VNM,2006,diet low in fruits,12465.366,Diet-related Factors
Vietnam,VNM,2007,diet low in fruits,12818.01,Diet-related Factors
Vietnam,VNM,2008,diet low in fruits,13136.084,Diet-related Factors
Vietnam,VNM,2009,diet low in fruits,13432.64,Diet-related Factors
Vietnam,VNM,2010,diet low in fruits,13631.939,Diet-related Factors
Vietnam,VNM,2011,diet low in fruits,13847.878,Diet-related Factors
Vietnam,VNM,2012,diet low in fruits,14034.393,Diet-related Factors
Vietnam,VNM,2013,diet low in fruits,14222.321,Diet-related Factors
Vietnam,VNM,2014,diet low in fruits,14402.327,Diet-related Factors
Vietnam,VNM,2015,diet low in fruits,14518.49,Diet-related Factors
Vietnam,VNM,2016,diet low in fruits,14665.258,Diet-related Factors
Vietnam,VNM,2017,diet low in fruits,14815.124,Diet-related Factors
Vietnam,VNM,2018,diet low in fruits,14982.736,Diet-related Factors
Vietnam,VNM,2019,diet low in fruits,15136.054,Diet-related Factors
Vietnam,VNM,1990,unsafe water source,6475.0723,Environmental Factors
Vietnam,VNM,1991,unsafe water source,6158.022,Environmental Factors
Vietnam,VNM,1992,unsafe water source,5904.066,Environmental Factors
Vietnam,VNM,1993,unsafe water source,5474.173,Environmental Factors
Vietnam,VNM,1994,unsafe water source,5125.1475,Environmental Factors
Vietnam,VNM,1995,unsafe water source,4741.094,Environmental Factors
Vietnam,VNM,1996,unsafe water source,4326.3447,Environmental Factors
Vietnam,VNM,1997,unsafe water source,3994.6665,Environmental Factors
Vietnam,VNM,1998,unsafe water source,3721.2512,Environmental Factors
Vietnam,VNM,1999,unsafe water source,3433.5757,Environmental Factors
Vietnam,VNM,2000,unsafe water source,3163.334,Environmental Factors
Vietnam,VNM,2001,unsafe water source,2894.3884,Environmental Factors
Vietnam,VNM,2002,unsafe water source,2663.7886,Environmental Factors
Vietnam,VNM,2003,unsafe water source,2516.679,Environmental Factors
Vietnam,VNM,2004,unsafe water source,2382.001,Environmental Factors
Vietnam,VNM,2005,unsafe water source,2235.6152,Environmental Factors
Vietnam,VNM,2006,unsafe water source,2109.3718,Environmental Factors
Vietnam,VNM,2007,unsafe water source,1983.3027,Environmental Factors
Vietnam,VNM,2008,unsafe water source,1864.695,Environmental Factors
Vietnam,VNM,2009,unsafe water source,1765.2097,Environmental Factors
Vietnam,VNM,2010,unsafe water source,1670.362,Environmental Factors
Vietnam,VNM,2011,unsafe water source,1586.3217,Environmental Factors
Vietnam,VNM,2012,unsafe water source,1509.7539,Environmental Factors
Vietnam,VNM,2013,unsafe water source,1441.2375,Environmental Factors
Vietnam,VNM,2014,unsafe water source,1405.3052,Environmental Factors
Vietnam,VNM,2015,unsafe water source,1370.4358,Environmental Factors
Vietnam,VNM,2016,unsafe water source,1341.2815,Environmental Factors
Vietnam,VNM,2017,unsafe water source,1325.3904,Environmental Factors
Vietnam,VNM,2018,unsafe water source,1285.0924,Environmental Factors
Vietnam,VNM,2019,unsafe water source,1250.5938,Environmental Factors
Vietnam,VNM,1990,secondhand smoke,12334.019,Environmental Factors
Vietnam,VNM,1991,secondhand smoke,12329.24,Environmental Factors
Vietnam,VNM,1992,secondhand smoke,12316.824,Environmental Factors
Vietnam,VNM,1993,secondhand smoke,12310.4375,Environmental Factors
Vietnam,VNM,1994,secondhand smoke,12310.658,Environmental Factors
Vietnam,VNM,1995,secondhand smoke,12342.352,Environmental Factors
Vietnam,VNM,1996,secondhand smoke,12420.185,Environmental Factors
Vietnam,VNM,1997,secondhand smoke,12563.711,Environmental Factors
Vietnam,VNM,1998,secondhand smoke,12741.998,Environmental Factors
Vietnam,VNM,1999,secondhand smoke,12957.759,Environmental Factors
Vietnam,VNM,2000,secondhand smoke,13177.766,Environmental Factors
Vietnam,VNM,2001,secondhand smoke,13487.141,Environmental Factors
Vietnam,VNM,2002,secondhand smoke,13790.227,Environmental Factors
Vietnam,VNM,2003,secondhand smoke,14147.339,Environmental Factors
Vietnam,VNM,2004,secondhand smoke,14513.034,Environmental Factors
Vietnam,VNM,2005,secondhand smoke,14830.732,Environmental Factors
Vietnam,VNM,2006,secondhand smoke,15100.085,Environmental Factors
Vietnam,VNM,2007,secondhand smoke,15341.173,Environmental Factors
Vietnam,VNM,2008,secondhand smoke,15564.772,Environmental Factors
Vietnam,VNM,2009,secondhand smoke,15785.235,Environmental Factors
Vietnam,VNM,2010,secondhand smoke,15991.439,Environmental Factors
Vietnam,VNM,2011,secondhand smoke,16315.476,Environmental Factors
Vietnam,VNM,2012,secondhand smoke,16626.715,Environmental Factors
Vietnam,VNM,2013,secondhand smoke,16969.04,Environmental Factors
Vietnam,VNM,2014,secondhand smoke,17279.326,Environmental Factors
Vietnam,VNM,2015,secondhand smoke,17582.047,Environmental Factors
Vietnam,VNM,2016,secondhand smoke,17948.652,Environmental Factors
Vietnam,VNM,2017,secondhand smoke,18323.688,Environmental Factors
Vietnam,VNM,2018,secondhand smoke,18715.062,Environmental Factors
Vietnam,VNM,2019,secondhand smoke,19085.412,Environmental Factors
Vietnam,VNM,1990,low birth weight,26065.812,Health Conditions and Deficiencies
Vietnam,VNM,1991,low birth weight,24993.79,Health Conditions and Deficiencies
Vietnam,VNM,1992,low birth weight,23735.605,Health Conditions and Deficiencies
Vietnam,VNM,1993,low birth weight,22410.574,Health Conditions and Deficiencies
Vietnam,VNM,1994,low birth weight,21095.963,Health Conditions and Deficiencies
Vietnam,VNM,1995,low birth weight,19809.842,Health Conditions and Deficiencies
Vietnam,VNM,1996,low birth weight,18558.248,Health Conditions and Deficiencies
Vietnam,VNM,1997,low birth weight,17329.25,Health Conditions and Deficiencies
Vietnam,VNM,1998,low birth weight,16209.365,Health Conditions and Deficiencies
Vietnam,VNM,1999,low birth weight,15228.892,Health Conditions and Deficiencies
Vietnam,VNM,2000,low birth weight,14275.707,Health Conditions and Deficiencies
